time,torque servo1
0,0
0.0479689,910.7571
0.1756363,46.11429
0.3195412,115.2857
0.4633369,830.0571
0.6081128,587.9571
0.735507,876.1714
0.8632894,876.1714
0.9917259,876.1714
1.119539,876.1714
1.24731,870.4071
1.375126,870.4071
1.503178,870.4071
1.631314,870.4071
1.759305,870.4071
1.903255,870.4071
2.047807,870.4071
2.176173,870.4071
2.30346,870.4071
2.431113,870.4071
2.559359,870.4071
2.687644,870.4071
2.815364,864.6429
2.943306,864.6429
3.071029,864.6429
3.199766,864.6429
3.34388,864.6429
3.487523,864.6429
3.615474,864.6429
3.743092,864.6429
3.871185,864.6429
3.999226,864.6429
4.127637,864.6429
4.25542,864.6429
4.383266,864.6429
4.510982,864.6429
4.63901,858.8786
4.767701,858.8786
4.894908,864.6429
5.039561,858.8786
5.183145,858.8786
5.327363,858.8786
5.455409,858.8786
5.583711,858.8786
5.711088,858.8786
5.839336,858.8786
5.967275,858.8786
6.095589,858.8786
6.222912,858.8786
6.36678,858.8786
6.511089,858.8786
6.655626,858.8786
6.782969,858.8786
6.91362,858.8786
7.039321,858.8786
7.166996,858.8786
7.294913,858.8786
7.423243,858.8786
7.55086,858.8786
7.679111,858.8786
7.806941,858.8786
7.935332,858.8786
8.062898,858.8786
8.207892,858.8786
8.351604,858.8786
8.495353,853.1143
8.639226,853.1143
8.767219,858.8786
8.894892,853.1143
9.023332,853.1143
9.151397,853.1143
9.279188,853.1143
9.406928,853.1143
9.534744,853.1143
9.66265,853.1143
9.807156,853.1143
9.951219,853.1143
10.095,853.1143
10.23925,853.1143
10.36676,853.1143
10.4954,853.1143
10.6231,853.1143
10.75085,853.1143
10.87911,853.1143
11.02304,853.1143
11.16693,853.1143
11.29472,853.1143
11.43864,853.1143
11.56687,853.1143
11.69526,853.1143
11.8228,853.1143
11.95069,853.1143
12.0787,853.1143
12.22297,853.1143
12.35081,853.1143
12.47864,853.1143
12.60693,853.1143
12.73483,853.1143
12.86237,853.1143
13.00671,853.1143
