time,torque servo3
0,0
0.0477268,0.50798
0.192034,0.0940704
0.320131,0.0666332
0.447852,0.0548744
0.575957,0.039196
0.703937,0.039196
0.83194,0.0470352
0.95991,0.0509548
1.08788,0.0509548
1.21593,0.039196
1.34392,0.0470352
1.47184,0.0470352
1.59984,0.0470352
1.72785,0.0431156
1.85575,0.039196
1.98378,0.0509548
2.12782,0.0431156
2.27179,0.0509548
2.41575,0.0470352
2.55979,0.039196
2.70375,0.0431156
2.84753,0.0431156
2.99182,0.039196
3.13574,0.039196
3.2797,0.0431156
3.42356,0.0431156
3.56762,0.0509548
3.71163,0.0431156
3.85566,0.039196
3.99974,0.0470352
4.1277,0.0431156
4.25564,0.0431156
4.38371,0.0509548
4.51163,0.0548744
4.63961,0.0548744
4.76754,0.0431156
4.89582,0.0705528
5.02367,0.0705528
5.15163,0.0627136
5.27962,0.039196
5.40761,0.0548744
5.53556,0.0666332
5.66351,0.0627136
5.79157,0.0470352
5.91959,0.0470352
6.04745,0.0627136
6.17552,0.0744724
6.3036,0.0509548
6.43147,0.0548744
6.57554,0.0666332
6.71954,0.0548744
6.86375,0.0352764
6.99159,0.0509548
7.11955,0.058794
7.24809,0.0470352
7.37595,0.0470352
7.50349,0.0431156
7.63129,0.0548744
7.77536,0.0352764
7.9034,0.0470352
8.03134,0.0431156
8.15929,0.0548744
8.28733,0.0431156
8.41545,0.039196
8.54356,0.0431156
8.67152,0.0666332
8.79951,0.0666332
8.92815,0.0470352
9.05547,0.0431156
9.18334,0.0548744
9.31289,0.0627136
9.43942,0.0509548
9.56729,0.0313568
9.69524,0.0470352
9.82339,0.0470352
9.96707,0.039196
10.1113,0.0509548
10.2553,0.0509548
10.3991,0.039196
10.5431,0.0509548
10.6873,0.039196
10.8314,0.039196
10.9751,0.0470352
11.1191,0.0431156
11.2475,0.0431156
11.3751,0.0470352
11.5031,0.0509548
11.631,0.0352764
11.7592,0.0431156
11.887,0.0352764
12.0151,0.0470352
12.143,0.0313568
12.271,0.039196
12.399,0.039196
12.527,0.0548744
12.655,0.0431156
12.7841,0.039196
12.9112,0.0431156
13.039,0.0509548
