time,torque servo3
0,0
0.0456788,-0.55188
0.173777,-0.10191
0.301638,-0.09799
0.429628,-0.0901508
0.557905,-0.0823116
0.685718,-0.078392
0.813932,-0.0901508
0.941972,-0.0940704
1.06945,-0.09799
1.21383,-0.0823116
1.35751,-0.0901508
1.5019,-0.0901508
1.64547,-0.0940704
1.78987,-0.0862312
1.93365,-0.078392
2.07745,-0.0940704
2.22157,-0.10191
2.36558,-0.0940704
2.5096,-0.0940704
2.65361,-0.0862312
2.79749,-0.0901508
2.94133,-0.0940704
3.08575,-0.0862312
3.22959,-0.0862312
3.37361,-0.0862312
3.51761,-0.0940704
3.66157,-0.0901508
3.80543,-0.0823116
3.94935,-0.0940704
4.07731,-0.0901508
4.20554,-0.0862312
4.33423,-0.078392
4.46137,-0.078392
4.58944,-0.0862312
4.71746,-0.0862312
4.84554,-0.0901508
4.97367,-0.0862312
5.10142,-0.0862312
5.22925,-0.0862312
5.35745,-0.0823116
5.48535,-0.0862312
5.61333,-0.0862312
5.74142,-0.0823116
5.86919,-0.0862312
5.99747,-0.0901508
6.12565,-0.10191
6.25332,-0.0940704
6.38172,-0.0862312
6.50961,-0.0901508
6.63717,-0.09799
6.76557,-0.09799
6.89367,-0.0940704
7.02122,-0.0823116
7.14955,-0.0940704
7.27757,-0.0940704
7.40531,-0.105829
7.53347,-0.09799
7.66147,-0.0940704
7.78929,-0.10191
7.91733,-0.0901508
8.0454,-0.0901508
8.17344,-0.0823116
8.30106,-0.09799
8.42911,-0.09799
8.55749,-0.0940704
8.68524,-0.0901508
8.81338,-0.0901508
8.94121,-0.0901508
9.06941,-0.0901508
9.19709,-0.0862312
9.32519,-0.0862312
9.45314,-0.0823116
9.58127,-0.0901508
9.70918,-0.0901508
9.83697,-0.0901508
9.96512,-0.09799
10.0929,-0.0940704
10.221,-0.0901508
10.3651,-0.0940704
10.5091,-0.10191
10.6528,-0.0862312
10.7969,-0.078392
10.941,-0.0862312
11.0853,-0.0823116
11.2291,-0.09799
11.3729,-0.0901508
11.5173,-0.0823116
11.661,-0.0940704
11.8048,-0.0901508
11.949,-0.0901508
12.0933,-0.078392
12.237,-0.0901508
12.3812,-0.0901508
12.5249,-0.0940704
12.669,-0.0901508
12.8133,-0.0862312
12.9569,-0.0940704
13.1007,-0.0940704
13.245,-0.0823116
