time,torque servo4
0,0
0.0477046,-0.0250854
0.175606,-0.121508
0.303678,-0.231256
0.431482,-0.325327
0.559602,-0.501709
0.687414,-0.68201
0.815694,-1.37343
0.943678,-1.72462
1.08758,-1.07397
1.2316,-0.956382
1.37559,-1.04261
1.50348,-1.07397
1.63158,-0.995578
1.7596,-0.940704
1.88742,-1.14844
2.01559,-1.95039
2.14345,-0.897588
2.27154,-1.03869
2.39953,-1.1406
2.52744,-0.932865
2.67152,-1.02693
2.81541,-1.95039
2.95955,-0.874071
3.1035,-1.04653
3.23146,-1.09357
3.35932,-0.913267
3.48756,-1.07397
3.61546,-1.05045
3.74338,-0.936784
3.88738,-1.05045
4.03146,-1.07397
4.17529,-0.932865
4.31948,-1.10141
4.44734,-1.95039
4.5753,-0.885829
4.70329,-1.05829
4.83133,-2.01938
4.95928,-0.944623
5.10319,-0.987739
5.24734,-1.84378
5.37512,-0.917186
5.50325,-0.960302
5.63122,-1.93158
5.75915,-1.12101
5.90308,-0.925025
6.04714,-1.09749
6.17523,-0.952463
6.31924,-1.03477
6.44714,-1.97548
6.5751,-1.0191
6.70316,-0.921106
6.83118,-1.80615
6.95912,-1.15628
7.08713,-0.88191
7.21505,-1.08573
7.34305,-1.86886
7.48712,-0.87799
7.63104,-1.09749
7.77501,-1.19156
7.91907,-0.889749
8.04714,-1.10533
8.17488,-1.07397
8.30321,-0.913267
8.43118,-1.12492
8.55917,-1.08965
8.68693,-0.925025
8.83083,-1.12101
8.97479,-1.05829
9.11897,-0.932865
9.26312,-1.07397
9.39091,-1.17196
9.51888,-0.928945
9.66279,-1.07789
9.80675,-2.06955
9.95092,-0.893669
10.0789,-1.08573
10.2069,-1.88768
10.3349,-0.9799
10.4629,-0.987739
10.5909,-1.90649
10.7348,-1.09357
10.8789,-0.944623
11.0226,-1.91276
11.1509,-0.999498
11.2789,-0.948543
11.407,-1.11317
11.5349,-1.05437
11.663,-0.928945
11.8068,-1.14844
11.9511,-1.14452
12.0947,-0.932865
12.2392,-1.85005
12.3673,-1.0191
12.4953,-0.960302
12.6233,-1.08573
12.7516,-0.995578
12.8792,-1.0191
13.0229,-1.08965
13.3113,-1.0191
13.4392,-1.2919
13.5829,-0.940704
13.7112,-0.664764
13.8547,-1.09514
13.9995,-1.00028
14.1429,-1.10376
14.2707,-1.07789
14.3993,-1.05202
14.5271,-1.06927
14.6553,-1.14687
14.7829,-1.12101
14.9113,-1.00028
15.0391,-1.10376
15.1665,-1.08651
15.2945,-1.06064
15.4392,-1.08651
15.5829,-1.12101
15.7271,-1.05202
15.8552,-1.07789
15.9828,-1.10376
16.1111,-1.09514
16.2393,-1.03477
16.3666,-1.10376
16.4953,-1.12963
16.6232,-1.0434
16.7674,-1.09514
16.9109,-1.06064
17.0548,-1.01753
17.1991,-1.03477
17.3273,-1.06927
17.4706,-1.06064
17.5992,-1.05202
17.7271,-1.09514
17.8552,-1.12963
17.9828,-0.965789
18.1114,-1.06927
18.2384,-1.07789
18.3671,-0.983035
18.4943,-1.0434
18.6384,-1.08651
18.7828,-1.07789
18.9273,-1.01753
19.0552,-1.10376
19.1829,-1.07789
19.311,-0.965789
19.4391,-1.09514
19.567,-1.06064
19.6942,-1.03477
19.8391,-1.05202
20.1423,-1.11238
20.2862,-1.19783
20.4148,-1.53648
20.5424,-1.81242
20.6868,-0.932865
20.8305,-1.03869
20.9582,-1.07005
21.1022,-0.948543
21.2306,-1.14452
21.3583,-1.04653
21.4867,-0.948543
21.6142,-1.83751
21.7583,-1.03869
21.9023,-0.964221
22.0464,-1.86886
22.1906,-0.995578
22.3344,-1.0191
22.4626,-1.12101
22.5921,-1.12492
22.7345,-0.925025
22.8624,-1.12492
22.9918,-2.08209
23.1184,-0.940704
23.2463,-0.995578
23.3743,-1.88768
23.5183,-0.991659
23.6624,-1.02693
23.8062,-2.03192
23.9502,-0.9799
24.0783,-0.952463
24.2062,-1.84378
24.3343,-1.01518
24.4625,-0.968141
24.5929,-1.14844
24.7342,-0.987739
24.8783,-0.9799
25.0224,-1.93785
25.1666,-1.08573
25.294,-0.932865
25.438,-1.13276
25.5822,-0.964221
25.7258,-1.05045
25.8699,-1.06613
25.9979,-0.944623
26.1261,-1.09749
26.2544,-1.07005
26.382,-0.932865
26.5099,-1.13276
26.6381,-1.09357
26.7662,-0.932865
27.0381,-1.91276
27.1663,-0.952463
27.2942,-1.2041
27.4222,-0.896804
27.5497,-0.633407
27.6776,-1.10376
27.8059,-1.11238
27.9341,-0.948543
28.0617,-1.11238
28.1902,-1.06927
28.3341,-1.00028
28.4622,-1.09514
28.5907,-1.06927
28.7344,-1.02615
28.8785,-1.03477
29.0063,-1.06927
29.1345,-1.05202
29.2621,-0.991659
29.3899,-1.08651
29.5183,-1.06927
29.6462,-1.05202
29.7748,-1.08651
29.9021,-1.11238
30.0457,-1.06064
30.1737,-1.06064
30.3175,-1.07789
30.4615,-1.01753
30.5894,-1.07789
30.7184,-1.09514
30.8459,-1.09514
30.9743,-1.0434
31.1021,-1.07789
31.2295,-1.0434
31.3736,-1.01753
31.518,-1.0434
31.6619,-1.12101
31.8062,-1.0089
31.9339,-1.0089
32.0617,-1.06927
32.1898,-1.03477
32.3184,-1.0089
32.4456,-1.06064
32.5897,-1.12101
32.7344,-1.0089
32.862,-1.10376
32.9901,-1.07789
33.1182,-1.0434
33.2459,-1.01753
33.3899,-1.07789
33.5338,-1.06927
