time,torque servo4
0,0
0.0475306,0
0.175673,0.0078392
0.304347,0.0078392
0.431893,0.0078392
0.559824,0.0078392
0.687655,0.0078392
0.815737,0.0078392
0.943896,0.0078392
1.07204,0.0078392
1.19973,0.0078392
1.32802,0.0078392
1.45603,0.0078392
1.58355,0.0078392
1.7119,0.0078392
1.83951,0.0078392
1.96749,0.0078392
2.09615,0.0078392
2.22437,0.0078392
2.35151,0.0078392
2.48013,0.148945
2.60824,0.266533
2.73569,0.458593
2.86419,0.634975
2.99214,0.799598
3.12009,0.972061
3.2482,1.05829
3.37606,1.13276
3.50343,1.02302
3.64781,1.01518
3.77614,1.10925
3.90405,1.05437
4.03215,1.01126
4.16012,1.04653
4.30396,1.09357
4.44806,1.02693
4.59246,1.09357
4.73581,1.10141
4.87972,1.03869
5.02408,1.05045
5.168,1.1602
5.31174,1.00342
5.4562,1.02693
5.60046,1.12492
5.74399,1.02302
5.88727,1.03869
6.03127,1.08181
6.17507,1.05045
6.31971,1.03085
6.46373,1.08181
6.62338,1.04653
6.75111,1.00734
6.8793,1.11317
7.02317,1.05045
7.16715,1.02693
7.31116,1.19548
7.45512,1.03477
7.59913,1.03085
7.7439,1.12884
7.88698,1.06613
8.01493,0.987739
8.14338,1.07005
8.27111,1.10925
8.4156,1.01126
8.55901,1.08181
8.70375,1.08181
8.84784,1.01126
8.99157,1.09749
9.1353,1.08965
9.27947,1.0191
9.42377,1.08965
9.5672,1.07397
9.71099,1.02693
9.85516,1.07397
9.99975,1.1406
10.1436,1.02693
10.2877,1.10141
10.4314,1.16804
10.5753,0.999498
10.7192,1.08573
10.8638,1.13668
11.0069,1.04653
11.1513,1.07397
11.2956,1.10141
11.439,1.04653
11.584,1.10533
11.7338,1.12492
11.8714,1.03869
12.0151,1.03477
12.1593,1.12101
12.3027,1.05437
12.4311,1.04261
12.5594,1.1406
12.6874,1.06613
12.831,1.02302
12.9754,1.10925
13.1192,1.1406
13.2636,1.02693
13.4074,1.12101
13.7115,1.00342
13.8552,1.26054
14.001,0.884262
14.1435,0.652221
14.2874,0.957166
14.4314,0.957166
14.5754,1.00028
14.7193,1.00028
14.8633,0.948543
15.0073,1.01753
15.151,0.905427
15.2794,0.965789
15.4234,0.965789
15.5677,0.922674
15.7114,0.965789
15.8552,1.00028
15.9991,0.957166
16.1272,1.00028
16.2712,1.00028
16.4153,0.905427
16.5594,0.974412
16.7032,1.00028
16.8472,0.896804
16.9909,0.974412
17.1347,1.03477
17.2789,0.991659
17.4229,1.00028
17.5677,0.991659
17.7108,0.922674
17.8547,1.00028
17.9987,1.02615
18.1429,1.01753
18.2868,1.02615
18.4307,0.91405
18.5743,0.983035
18.7184,0.991659
18.8628,0.931297
19.0067,1.02615
19.1504,1.02615
19.2788,0.965789
19.4226,0.948543
19.5667,1.02615
19.7107,0.974412
19.8546,0.965789
19.9988,0.965789
20.1427,0.991659
20.2866,0.965789
20.4308,0.93992
20.5748,0.965789
20.7185,1.02615
21.0226,0.983035
21.1669,1.05359
21.3105,1.41106
21.4544,1.73089
21.599,1.12101
21.7424,1.08573
21.8865,0.995578
22.0305,1.07397
22.1746,1.10141
22.3181,1.04653
22.4625,1.10533
22.6065,1.07397
22.751,1.0191
22.8947,1.12101
23.0385,1.13276
23.1667,1.00734
23.3104,1.07005
23.4544,1.07005
23.5981,1.00734
23.7425,1.04653
23.8866,1.10925
24.0305,1.00342
24.1742,1.10925
24.318,1.09357
24.4625,1.0191
24.6067,1.09357
24.751,1.07789
24.8944,1.05045
25.0387,1.08181
25.1823,1.1602
25.3263,1.02302
25.4707,1.08181
25.6147,1.1798
25.7587,1.0191
25.9027,1.08573
26.0462,1.15236
26.1902,1.03869
26.3342,1.08573
26.4781,1.10925
26.6229,1.06221
26.7662,1.07005
26.9108,1.10141
27.054,1.05045
27.1986,1.05437
27.3426,1.13276
27.4864,1.07005
27.6306,1.04261
27.7743,1.15628
27.918,1.07005
28.0627,1.04653
28.3673,1.07005
28.5104,1.32326
28.6383,0.997146
28.7822,0.671035
28.926,0.965789
29.0544,0.974412
29.1829,0.991659
29.3103,0.922674
29.4382,0.974412
29.5665,0.974412
29.6942,0.965789
29.8222,0.957166
29.9511,1.01753
30.0784,1.0089
30.2061,0.965789
30.3337,0.983035
30.462,1.00028
30.5905,0.91405
30.7177,1.00028
30.8465,0.983035
30.9742,0.922674
31.102,1.00028
31.2301,0.991659
31.3582,0.948543
31.4854,0.948543
31.6141,0.948543
31.7418,0.991659
31.87,0.93992
31.9976,0.991659
32.1256,1.0434
32.2536,0.922674
32.3817,1.0089
32.5097,1.06927
32.6376,0.991659
32.7656,0.983035
32.8942,1.06927
33.022,0.948543
33.1499,0.983035
33.278,1.06064
33.4059,1.0089
33.5334,1.02615
33.6618,1.0089
33.7904,0.905427
33.9177,1.00028
34.0461,1.02615
34.1738,1.0089
34.3174,1.0089
34.4619,1.0089
34.606,0.91405
34.7493,1.01753
35.0536,0.965789
35.1978,0.983035
35.3413,1.02615
35.4852,0.974412
35.63,1.05202
35.7739,0.974412
35.9175,1.0089
36.0617,1.00028
36.206,0.974412
36.3498,1.01753
36.4939,1.01753
36.6377,1.00028
36.7815,1.01753
36.926,1.02615
37.0699,0.888181
37.2139,0.983035
37.3578,1.06064
37.5013,0.991659
37.6461,1.03477
37.7895,1.06064
37.9338,1.05202
38.0774,0.612241
38.2217,0.189709
38.3655,0
38.5096,-0.0039196
38.6535,-0.0039196
38.7979,-0.0039196
38.9411,-0.0078392
39.0851,-0.0078392
39.2302,-0.0078392
39.3733,-0.0078392
39.518,-0.0078392
39.6617,-0.0078392
39.8056,-0.0078392
39.9502,-0.0078392
40.0937,-0.0078392
40.2375,-0.0078392
40.3816,-0.0039196
40.5255,-0.0039196
40.6695,-0.0039196
40.8136,-0.0039196
40.9576,-0.0039196
41.101,-0.0039196
41.2457,-0.0039196
41.3893,-0.0039196
41.5345,-0.0039196
41.6774,-0.0039196
41.8212,-0.0039196
41.9657,-0.0039196
42.1092,-0.0039196
42.2537,-0.0039196
