time,current servo1
0,0
0.0316048,0
0.1603916,-83.39
0.2714913,-161.4
0.3835326,-274.38
0.5119935,-363.15
0.639421,-371.22
0.76766,-406.19
0.8953862,-414.26
1.023392,-373.91
1.151862,-400.81
1.279955,-390.05
1.39159,-368.53
1.503546,-387.36
1.631513,-403.5
1.759525,-365.84
1.887353,-373.91
2.015665,-414.26
2.143461,-384.67
2.271486,-390.05
2.399402,-406.19
2.527405,-390.05
2.655423,-390.05
2.7834,-400.81
2.911273,-390.05
3.039696,-384.67
3.167427,-395.43
3.295321,-398.12
3.423387,-384.67
3.553463,-425.02
3.67974,-414.26
3.807647,-387.36
3.935931,-416.95
4.063393,-427.71
4.1913,-392.74
4.319341,-408.88
4.431234,-430.4
4.543341,-400.81
4.65531,-381.98
4.767085,-387.36
4.879246,-446.54
4.99181,-408.88
5.10325,-403.5
5.215751,-433.09
5.327373,-419.64
5.439858,-392.74
5.551776,-395.43
5.663624,-422.33
5.77595,-414.26
5.887179,-392.74
5.999375,-422.33
6.111237,-449.23
6.223202,-398.12
6.335202,-416.95
6.447135,-435.78
6.559783,-406.19
6.671422,-376.6
6.783828,-392.74
6.895559,-422.33
7.007908,-408.88
7.119054,-406.19
7.230961,-435.78
7.34313,-425.02
7.454987,-379.29
7.583834,-403.5
7.695379,-433.09
7.823013,-406.19
7.95098,-381.98
8.079058,-427.71
8.207149,-390.05
8.335364,-384.67
8.46309,-427.71
8.591962,-403.5
8.719599,-384.67
8.847078,-411.57
8.975506,-398.12
9.103771,-387.36
9.231904,-403.5
9.359322,-425.02
9.487093,-381.98
9.615759,-387.36
9.743572,-425.02
9.870841,-381.98
9.999581,-392.74
10.12761,-392.74
10.25494,-398.12
10.38309,-381.98
10.51135,-395.43
10.63901,-419.64
10.76695,-381.98
10.89506,-395.43
11.02304,-422.33
11.15127,-368.53
11.27921,-400.81
11.4075,-390.05
11.53518,-384.67
11.66352,-381.98
11.79099,-400.81
11.91909,-379.29
12.19118,-403.5
12.31919,-285.14
12.4476,-139.88
12.57524,-83.39
12.70264,-99.53
12.83083,-107.6
12.95867,-102.22
13.08672,-104.91
13.21469,-110.29
13.34271,-112.98
13.47058,-99.53
13.59893,-107.6
13.72723,-107.6
13.85479,-102.22
13.98297,-102.22
14.11052,-99.53
14.23851,-99.53
14.36662,-91.46
14.47856,-96.84
14.59057,-94.15
14.70273,-86.08
14.81515,-99.53
14.92655,-104.91
15.03866,-99.53
15.1507,-94.15
15.26232,-88.77
15.37437,-94.15
15.48716,-102.22
15.59881,-99.53
15.71106,-96.84
15.82266,-96.84
15.93448,-94.15
16.04656,-86.08
16.15894,-96.84
16.27118,-99.53
16.38265,-99.53
16.49507,-88.77
16.60654,-88.77
16.7185,-91.46
16.83047,-96.84
16.9424,-91.46
17.05445,-91.46
17.16695,-88.77
17.27883,-91.46
17.39096,-80.7
17.50292,-91.46
17.61441,-96.84
17.72684,-96.84
17.83838,-83.39
17.95088,-83.39
18.19097,-96.84
18.30298,-220.58
18.41464,-352.39
18.52695,-481.51
18.63846,-373.91
18.75106,-403.5
18.86322,-395.43
18.97435,-381.98
19.08634,-376.6
19.1987,-400.81
19.31091,-414.26
19.42267,-371.22
19.53493,-384.67
19.64623,-408.88
19.75891,-387.36
19.87029,-384.67
19.98242,-398.12
20.09436,-387.36
20.20635,-381.98
20.3183,-363.15
20.43048,-392.74
20.54219,-408.88
20.65418,-384.67
20.76664,-403.5
20.87846,-422.33
20.99056,-387.36
21.10304,-387.36
21.21492,-392.74
21.32656,-384.67
21.45453,-371.22
21.56624,-381.98
21.69439,-387.36
21.82223,-376.6
21.95034,-360.46
22.07802,-398.12
22.19014,-403.5
22.30213,-395.43
22.41427,-427.71
22.52605,-414.26
22.63818,-387.36
22.75054,-390.05
22.86259,-390.05
22.97432,-379.29
23.08837,-376.6
23.19875,-398.12
23.31067,-408.88
23.42199,-387.36
23.53479,-381.98
23.64649,-419.64
23.75882,-414.26
23.99881,-395.43
24.11031,-274.38
24.22206,-145.26
24.35021,-80.7
24.47843,-107.6
24.58973,-107.6
24.70243,-112.98
24.81434,-112.98
24.926,-110.29
25.03842,-96.84
25.15053,-102.22
25.26254,-110.29
25.37377,-110.29
25.50214,-91.46
25.6307,-99.53
25.75791,-102.22
25.8858,-104.91
26.01395,-91.46
26.1418,-94.15
26.26963,-94.15
26.39794,-88.77
26.52591,-91.46
26.65416,-94.15
26.78218,-83.39
26.91022,-96.84
27.03774,-96.84
27.16643,-104.91
27.29389,-96.84
27.42174,-107.6
27.55042,-104.91
27.67803,-96.84
27.8058,-102.22
27.93433,-96.84
28.0465,-102.22
28.15791,-88.77
28.27029,-91.46
28.38176,-91.46
28.50966,-99.53
28.63778,-94.15
28.76552,-102.22
28.87806,-102.22
29.00566,-91.46
29.13379,-91.46
29.26187,-91.46
29.38958,-91.46
29.51762,-83.39
29.64586,-91.46
29.77401,-94.15
29.90228,-80.7
30.02952,-86.08
30.30187,-83.39
30.43016,-86.08
30.55804,-86.08
30.68565,-91.46
30.81373,-86.08
30.94224,-91.46
31.07014,-88.77
31.19822,-88.77
31.32607,-94.15
31.45356,-94.15
31.58183,-96.84
31.70997,-94.15
31.838,-91.46
31.9661,-94.15
32.09407,-80.7
32.22145,-83.39
32.34973,-94.15
32.47773,-88.77
32.60535,-86.08
32.73349,-91.46
32.86157,-88.77
32.97329,-88.77
33.08537,-94.15
33.19802,-96.84
33.30996,-96.84
33.42131,-88.77
33.53413,-86.08
33.64541,-88.77
33.75739,-99.53
33.86932,-99.53
33.98137,-96.84
34.09393,-88.77
34.20601,-91.46
34.33404,-91.46
34.44587,-96.84
34.5573,-99.53
34.67023,-94.15
34.78155,-91.46
34.89342,-94.15
35.00601,-91.46
35.11738,-86.08
35.22914,-99.53
35.34202,-99.53
35.4535,-94.15
35.58129,-88.77
35.70922,-88.77
35.83733,-88.77
35.96533,-94.15
36.09316,-94.15
36.22113,-91.46
36.34946,-96.84
