time,current servo3
0,0
0.0317263,0
0.1439443,-728.99
0.255833,-715.54
0.3676748,-650.98
0.4802255,-497.65
0.5922152,-500.34
0.7039843,-500.34
0.8156821,-497.65
0.9276893,-497.65
1.040193,-497.65
1.151951,-497.65
1.264104,-497.65
1.375555,-497.65
1.488227,-497.65
1.600603,-497.65
1.712021,-497.65
1.824137,-497.65
1.936234,-497.65
2.047965,-497.65
2.159971,-497.65
2.27202,-497.65
2.38398,-494.96
2.495783,-494.96
2.608406,-494.96
2.720271,-494.96
2.831601,-494.96
2.944799,-494.96
3.055636,-494.96
3.1681,-494.96
3.279831,-494.96
3.392124,-494.96
3.503921,-494.96
3.61595,-494.96
3.727602,-494.96
3.83953,-494.96
3.95198,-494.96
4.063943,-494.96
4.17544,-492.27
4.288002,-492.27
4.399862,-494.96
4.511827,-494.96
4.624041,-494.96
4.735941,-494.96
4.848321,-492.27
4.961486,-492.27
5.071796,-492.27
5.18369,-492.27
5.295413,-492.27
5.408387,-492.27
5.519436,-492.27
5.632276,-492.27
5.743346,-492.27
5.855767,-492.27
5.968055,-492.27
6.079477,-492.27
6.191505,-492.27
6.303377,-492.27
6.415386,-489.58
6.528477,-492.27
6.639462,-492.27
6.751413,-492.27
6.863692,-492.27
6.975239,-492.27
7.08737,-492.27
7.199473,-489.58
7.31146,-492.27
7.423378,-492.27
7.535354,-489.58
7.647398,-492.27
7.759463,-489.58
7.871916,-489.58
7.983704,-489.58
8.095268,-489.58
8.207894,-489.58
8.319354,-489.58
8.432072,-489.58
8.545093,-489.58
8.655668,-489.58
8.767348,-489.58
8.879068,-489.58
8.991095,-489.58
9.103255,-489.58
9.215288,-489.58
9.343109,-489.58
9.471076,-451.92
9.599137,0
9.727077,-2.69
9.855162,0
9.967049,0
10.09501,0
10.2236,0
10.35108,0
10.47912,0
10.62311,0
10.75106,0
10.89516,0
11.00718,0
11.11903,0
11.23133,0
