time,current servo4
0,0
0.0320285,0
0.1438195,18.83
0.2557773,16.14
0.3676769,16.14
0.4800674,16.14
0.6076518,16.14
0.7354001,16.14
0.8480725,16.14
0.9760387,18.83
1.103503,18.83
1.231684,16.14
1.343915,16.14
1.45615,18.83
1.567578,16.14
1.680179,16.14
1.791847,16.14
1.903617,16.14
2.031919,16.14
2.159821,16.14
2.287573,16.14
2.400161,16.14
2.52834,16.14
2.63974,18.83
2.751529,18.83
2.863751,16.14
2.975561,16.14
3.08752,18.83
3.199225,18.83
3.328184,18.83
3.439828,18.83
3.551328,18.83
3.664155,18.83
3.775695,16.14
3.887843,16.14
4.015647,18.83
4.143934,18.83
4.271941,16.14
4.39983,16.14
4.511777,16.14
4.623569,16.14
4.735427,16.14
4.848065,16.14
4.959538,16.14
5.071606,16.14
5.184187,16.14
5.311273,16.14
5.423503,16.14
5.535356,16.14
5.647883,16.14
5.759605,16.14
5.871493,48.42
5.984844,190.99
6.100749,293.21
6.223455,395.43
6.335579,524.55
6.447919,632.15
6.559901,728.99
6.671792,763.96
6.783148,704.78
6.911549,728.99
7.023418,685.95
7.135638,702.09
7.263518,753.2
7.391278,726.3
7.503461,704.78
7.615397,737.06
7.727525,718.23
7.839745,691.33
7.951464,704.78
8.063091,728.99
8.175621,734.37
8.287338,696.71
8.399255,680.57
8.511282,720.92
8.623254,742.44
8.751299,696.71
8.87952,680.57
9.007092,766.65
9.135563,702.09
9.262862,677.88
9.37537,774.72
9.486987,739.75
9.599466,685.95
9.711123,710.16
9.823296,728.99
9.934851,758.58
10.06333,685.95
10.19172,694.02
10.31973,742.44
10.44745,704.78
10.55908,688.64
10.67165,718.23
10.78292,758.58
10.8952,691.33
11.00739,683.26
11.11914,758.58
11.24724,737.06
11.37495,688.64
11.61531,742.44
11.72735,605.25
11.83892,481.51
11.9509,355.08
12.07936,250.17
12.20741,328.18
12.33505,322.8
12.46333,295.9
12.57478,303.97
12.68701,322.8
12.79955,320.11
12.91124,317.42
13.02331,322.8
13.13519,333.56
13.24666,301.28
13.35922,317.42
13.47068,325.49
13.59917,309.35
13.72661,328.18
13.83897,306.66
13.95073,325.49
14.06325,277.07
14.17514,320.11
14.28663,320.11
14.39924,303.97
14.51131,312.04
14.62327,320.11
14.73475,328.18
14.86315,309.35
14.97526,320.11
15.08706,309.35
15.21451,314.73
15.34295,301.28
15.45449,317.42
15.56653,322.8
15.6947,274.38
15.80724,309.35
15.91907,325.49
16.03103,320.11
16.14291,317.42
16.25519,309.35
16.36663,322.8
16.47897,295.9
16.59121,306.66
16.7185,242.1
16.84698,107.6
16.97524,16.14
17.10245,-13.45
17.23123,-10.76
17.34294,-10.76
17.58313,-13.45
17.69526,18.83
17.80675,16.14
17.91831,16.14
18.04634,16.14
18.17434,18.83
18.28646,18.83
18.39861,21.52
18.51118,21.52
18.6232,18.83
18.73427,18.83
18.84648,18.83
18.95862,18.83
19.07027,18.83
19.19864,18.83
19.32709,18.83
19.43849,18.83
19.5506,18.83
19.66244,16.14
19.7744,16.14
19.88625,16.14
20.01451,16.14
20.1425,16.14
20.27047,16.14
20.39863,16.14
20.51068,16.14
20.62255,16.14
20.73428,16.14
20.84656,16.14
20.97463,16.14
21.08625,16.14
21.19818,18.83
21.31017,18.83
21.42245,18.83
21.55042,18.83
21.67815,18.83
21.80615,18.83
21.9182,18.83
22.04647,18.83
22.17417,18.83
22.28659,18.83
22.39845,18.83
22.51001,18.83
22.62242,18.83
22.73404,18.83
22.86221,21.52
22.99017,21.52
23.11822,21.52
23.24595,21.52
23.37499,21.52
23.63046,21.52
23.75818,-13.45
23.87004,-13.45
23.99825,-13.45
24.11032,-13.45
24.22238,-13.45
24.33406,-13.45
24.44625,-13.45
24.55815,-13.45
24.66992,-13.45
24.78223,-13.45
24.91014,-13.45
25.03799,-13.45
25.16617,-13.45
25.27827,-13.45
25.39026,-13.45
25.50233,-13.45
25.61428,-13.45
25.72629,-13.45
25.83816,-13.45
25.9498,-13.45
26.0619,-10.76
26.17379,-10.76
26.2859,-10.76
26.39828,-13.45
26.51017,-10.76
26.62198,-10.76
26.73388,-10.76
26.86232,-10.76
26.99019,-10.76
27.10198,-13.45
27.2298,-13.45
27.34208,-10.76
27.4541,-10.76
27.56613,-13.45
27.67819,-13.45
27.79022,-13.45
27.90173,-13.45
28.02998,-13.45
28.15777,-13.45
28.28573,-13.45
28.4139,-13.45
28.54189,-13.45
28.67003,-13.45
28.78336,-13.45
28.89428,-13.45
29.00615,-16.14
29.11759,-10.76
29.23034,-5.38
29.34196,-16.14
29.59793,-10.76
29.72582,-13.45
29.85369,-21.52
29.98267,-13.45
30.11029,-18.83
30.2218,-18.83
30.33354,-21.52
30.44599,-21.52
30.55767,-18.83
30.66973,-13.45
30.78207,-18.83
30.91011,-18.83
31.02161,-21.52
31.13368,-21.52
31.24569,-16.14
31.35788,-10.76
31.46953,-13.45
31.59729,-16.14
31.7257,-16.14
31.85346,-16.14
31.98182,-16.14
32.09423,-16.14
32.20552,-10.76
32.31746,-2.69
32.42972,-5.38
32.54164,-10.76
32.65344,-13.45
32.78158,-16.14
32.90993,-16.14
33.03763,-16.14
33.16562,-16.14
33.27749,-16.14
33.39001,-16.14
33.50145,-16.14
33.6137,-16.14
33.72633,-16.14
33.83721,-16.14
33.94967,-16.14
34.07789,-16.14
34.18935,-16.14
34.30182,-16.14
34.41383,-16.14
34.52561,-16.14
34.63775,-13.45
34.7818,-13.45
34.90951,-13.45
35.03789,-13.45
35.16518,-13.45
35.27797,-13.45
35.38939,-13.45
35.50161,-13.45
