time,current servo4
0,0
0.0311515,-185.61
0.1432184,-411.57
0.2551643,-548.76
0.3833406,-688.64
0.4952054,-753.2
0.6071896,-696.71
0.7193029,-675.19
0.8312153,-667.12
0.9432642,-667.12
1.05505,-780.1
1.167225,-688.64
1.279274,-650.98
1.391276,-763.96
1.503211,-718.23
1.615207,-659.05
1.727166,-672.5
1.839031,-710.16
1.951104,-696.71
2.063137,-645.6
2.175009,-702.09
2.2878,-753.2
2.399076,-672.5
2.511057,-645.6
2.623055,-769.34
2.735141,-710.16
2.847225,-645.6
2.958955,-683.26
3.070946,-761.27
3.183015,-672.5
3.295046,-645.6
3.407003,-742.44
3.51902,-747.82
3.63098,-699.4
3.743047,-696.71
3.854968,-707.47
3.966972,-739.75
4.079067,-645.6
4.191001,-715.54
4.303,-839.28
4.415096,-685.95
4.526934,-642.91
4.638758,-742.44
4.750867,-715.54
4.862915,-667.12
4.974815,-707.47
5.086842,-723.61
5.198968,-694.02
5.31088,-650.98
5.422874,-702.09
5.534879,-750.51
5.646843,-661.74
5.758838,-659.05
5.870829,-747.82
5.998853,-704.78
6.126803,-659.05
6.238749,-726.3
6.366671,-742.44
6.494844,-683.26
6.622797,-694.02
6.750775,-720.92
6.878725,-691.33
7.006804,-699.4
7.134833,-731.68
7.262726,-699.4
7.390695,-645.6
7.51858,-718.23
7.646835,-731.68
7.774796,-683.26
7.902736,-696.71
8.030821,-723.61
8.158743,-688.64
8.286648,-696.71
8.414726,-737.06
8.542664,-677.88
8.670656,-672.5
8.798701,-728.99
8.926565,-739.75
9.054642,-680.57
9.182414,-702.09
9.310607,-777.41
9.422382,-683.26
9.534656,-702.09
9.646456,-812.38
9.75862,-728.99
9.870642,-669.81
9.9826,-747.82
10.09447,-731.68
10.20654,-672.5
10.31842,-677.88
10.43067,-707.47
10.54273,-712.85
10.65513,-648.29
10.7665,-672.5
10.87874,-772.03
10.99095,-699.4
11.10254,-650.98
11.21433,-763.96
11.32718,-702.09
11.56675,-702.09
11.67899,-575.66
11.79082,-457.3
11.90231,-338.94
12.0147,-290.52
12.12707,-344.32
12.23869,-322.8
12.35108,-338.94
12.46253,-336.25
12.59062,-336.25
12.71899,-312.04
12.8469,-322.8
12.97472,-330.87
13.10229,-330.87
13.23047,-333.56
13.35883,-336.25
13.48707,-344.32
13.61458,-330.87
13.82205,-328.18
13.96627,-328.18
14.1105,-322.8
14.22225,-322.8
14.33477,-328.18
14.44697,-312.04
14.55888,-341.63
14.67092,-333.56
14.78265,-333.56
14.8941,-293.21
15.00619,-333.56
15.11811,-322.8
15.2302,-336.25
15.34254,-312.04
15.45439,-320.11
15.56636,-330.87
15.67823,-347.01
15.79065,-325.49
15.90211,-322.8
16.0141,-314.73
16.14239,-325.49
16.25443,-303.97
16.36654,-333.56
16.47813,-341.63
16.59027,-341.63
16.70257,-309.35
16.81411,-320.11
16.92626,-341.63
17.03888,-341.63
17.16604,-330.87
17.29401,-330.87
17.42184,-338.94
17.69387,-325.49
17.80596,-465.37
17.91808,-597.18
18.03013,-704.78
18.14242,-745.13
18.25417,-747.82
18.36615,-637.53
18.47851,-720.92
18.59043,-763.96
18.70224,-672.5
18.83005,-669.81
18.95846,-758.58
19.07037,-699.4
19.19813,-642.91
19.32611,-720.92
19.43809,-723.61
19.55029,-664.43
19.66245,-667.12
19.77429,-766.65
19.88639,-731.68
20.01393,-650.98
20.14185,-772.03
20.26977,-737.06
20.39787,-696.71
20.52591,-712.85
20.654,-761.27
20.78202,-720.92
20.91008,-672.5
21.03885,-785.48
21.16685,-747.82
21.29401,-640.22
21.42178,-782.79
21.55045,-739.75
21.67843,-661.74
21.80577,-769.34
21.93421,-731.68
22.04612,-675.19
22.15813,-694.02
22.27007,-745.13
22.38206,-699.4
22.49425,-650.98
22.60567,-710.16
22.71831,-769.34
22.84618,-672.5
22.97362,-680.57
23.10246,-739.75
23.22977,-688.64
23.34178,-685.95
23.45402,-726.3
23.56574,-710.16
23.80568,-685.95
23.9175,-581.04
24.04615,-459.99
24.15787,-341.63
24.27005,-306.66
24.38207,-330.87
24.4939,-336.25
24.60572,-314.73
24.71817,-338.94
24.83004,-328.18
24.94218,-325.49
25.05405,-336.25
25.16583,-333.56
25.27808,-341.63
25.3894,-330.87
25.50228,-325.49
25.63019,-347.01
25.75791,-355.08
25.8864,-322.8
26.01401,-330.87
26.1419,-330.87
26.27011,-312.04
26.398,-328.18
26.50972,-330.87
26.62276,-320.11
26.73425,-309.35
26.84612,-338.94
26.95785,-336.25
27.08577,-341.63
27.21439,-306.66
27.34221,-314.73
27.46959,-322.8
27.59759,-295.9
27.7255,-309.35
27.85346,-320.11
27.98178,-322.8
28.10955,-317.42
28.23813,-325.49
28.36631,-336.25
28.49374,-317.42
28.6222,-328.18
28.74958,-341.63
28.87745,-333.56
28.98972,-322.8
29.10173,-322.8
29.21368,-333.56
29.32555,-344.32
29.43736,-336.25
29.56578,-338.94
29.69318,-328.18
29.96515,-328.18
30.07729,-322.8
30.18913,-325.49
30.30129,-325.49
30.41339,-352.39
30.52531,-322.8
30.63723,-338.94
30.74927,-317.42
30.86126,-330.87
30.97326,-341.63
31.08516,-347.01
31.19716,-314.73
31.30934,-317.42
31.42112,-317.42
31.53302,-347.01
31.66105,-314.73
31.78904,-344.32
31.91722,-341.63
32.04509,-320.11
