time,torque servo1
0,0
0.0465667,0
0.1729149,76.857143
0.3008956,69.171429
0.4290026,69.171429
0.5570816,65.328571
0.6848914,65.328571
0.8289235,65.328571
0.9728912,65.328571
1.1168999,65.328571
1.260792,73.014286
1.3889637,69.171429
1.5168816,69.171429
1.644984,69.171429
1.7729978,195.98571
1.9010193,384.28571
2.0449558,576.42857
2.1889008,776.25714
2.3328461,1002.9857
2.4769305,999.14286
2.6049666,949.18571
2.7327797,1099.0571
2.8608938,1014.5143
2.9888965,953.02857
3.1168849,1010.6714
3.2608971,983.77143
3.4049435,926.12857
3.5327766,1010.6714
3.66067,1037.5714
3.7888709,972.24286
3.9169399,1006.8286
4.0608125,1064.4714
4.2047809,983.77143
4.348811,1014.5143
4.4929246,1014.5143
4.6208359,983.77143
4.7487567,968.4
4.8767584,1045.2571
5.0047159,1033.7286
5.1326964,968.4
5.2607632,987.61429
5.3888173,1049.1
5.516578,964.55714
5.6447302,991.45714
5.7727522,1068.3143
5.9008592,1060.6286
6.028826,949.18571
6.1566881,995.3
6.2844846,991.45714
6.4129995,949.18571
6.5407467,1010.6714
6.6688864,1110.5857
6.7968173,1018.3571
6.9247277,918.44286
7.0528827,1037.5714
7.19692,1010.6714
7.3406108,964.55714
7.4849374,1056.7857
7.6287761,1002.9857
7.7566739,964.55714
7.8845545,1056.7857
8.0124619,1010.6714
8.156461,1010.6714
8.2845635,968.4
8.4125046,1037.5714
8.5403516,1045.2571
8.6685554,960.71429
8.8123941,1041.4143
8.9567432,1029.8857
9.1006462,956.87143
9.2446455,1002.9857
9.3726021,1060.6286
9.5007356,968.4
9.6286788,1041.4143
9.7565471,1002.9857
9.8843549,972.24286
10.028635,949.18571
10.172547,999.14286
10.316538,972.24286
10.460576,945.34286
10.588676,1041.4143
10.716559,1022.2
10.84451,941.5
10.972611,1002.9857
11.100298,995.3
11.244361,968.4
11.388362,995.3
11.516245,968.4
11.64443,956.87143
11.772405,956.87143
11.900351,991.45714
12.044661,995.3
12.18846,926.12857
12.332258,1029.8857
12.476481,1002.9857
12.604529,910.75714
