time,current servo1
0,0
0.0315966,0
0.159818,669.81
0.2870955,659.05
0.4156488,320.11
0.5429493,468.06
0.6551436,468.06
0.7831184,468.06
0.91094,468.06
1.038995,468.06
1.16728,468.06
1.295081,468.06
1.422999,468.06
1.534892,468.06
1.647176,468.06
1.758761,468.06
1.870979,468.06
1.999062,468.06
2.126923,468.06
2.255076,468.06
2.382881,465.37
2.511131,465.37
2.638759,465.37
2.766811,465.37
2.895045,465.37
3.022884,465.37
3.151247,465.37
3.278885,465.37
3.407198,465.37
3.540585,465.37
3.663466,465.37
3.790936,465.37
3.919398,465.37
4.046873,465.37
4.174891,465.37
4.303172,465.37
4.431282,465.37
4.558604,465.37
4.686737,465.37
4.81528,465.37
4.943452,465.37
5.070788,462.68
5.19991,462.68
5.327073,462.68
5.454648,462.68
5.583161,462.68
5.711199,462.68
5.839073,462.68
5.966554,462.68
6.095084,462.68
6.222658,462.68
6.351306,462.68
6.478723,462.68
6.606661,462.68
6.734878,462.68
6.86271,462.68
6.99057,462.68
7.118791,462.68
7.246646,462.68
7.375108,462.68
7.502603,462.68
7.630534,462.68
7.758542,462.68
7.870657,462.68
7.982919,462.68
8.094702,462.68
8.207103,462.68
8.334656,462.68
8.44676,462.68
8.558597,462.68
8.670727,462.68
8.782621,462.68
8.894488,462.68
9.007051,462.68
9.118563,462.68
9.230704,462.68
9.342525,462.68
9.454718,462.68
9.566935,462.68
9.68234,462.68
9.790774,462.68
9.902708,462.68
10.01442,462.68
10.12657,462.68
10.25464,462.68
10.36696,344.32
10.47888,18.83
10.59027,18.83
10.70241,10.76
10.81447,10.76
10.92633,8.07
11.03864,10.76
11.15062,10.76
11.26284,10.76
11.37485,8.07
11.48661,10.76
11.60482,8.07
11.71075,10.76
11.82232,8.07
11.93495,8.07
