time,currents servo1
0,0
0.0319876,0
0.159907,-24.21
0.287851,-24.21
0.39993,-21.52
0.512039,-24.21
0.640125,-24.21
0.768053,-21.52
0.895961,-21.52
1.02384,-24.21
1.15195,-24.21
1.27993,-24.21
1.40798,-24.21
1.53573,-24.21
1.6638,-21.52
1.792,-24.21
1.92005,-24.21
2.04798,-21.52
2.17586,-21.52
2.3039,-24.21
2.43168,-21.52
2.56002,-21.52
2.67161,-24.21
2.78397,-24.21
2.89595,-21.52
3.00768,-21.52
3.11958,-21.52
3.23186,-21.52
3.34369,-21.52
3.45582,-21.52
3.56785,-21.52
3.67968,-18.83
3.79182,-21.52
3.90383,-21.52
4.01567,-18.83
4.12776,-18.83
4.23967,-18.83
4.3517,-18.83
4.46377,-16.14
4.57584,-16.14
4.68778,-18.83
4.79964,-18.83
4.91178,-16.14
5.02369,-18.83
5.1357,-18.83
5.24768,-16.14
5.37591,-16.14
5.50385,-16.14
5.63191,-16.14
5.76021,-16.14
5.88775,-16.14
6.01572,-16.14
6.14388,-13.45
6.27148,-16.14
6.39977,-16.14
6.52765,-16.14
6.6558,-16.14
6.78365,-16.14
6.9115,-13.45
7.02366,-16.14
7.13556,-16.14
7.26357,-13.45
7.39157,-13.45
7.51954,-16.14
7.64746,-13.45
7.77584,-13.45
7.90347,-13.45
8.03148,-13.45
8.15954,-10.76
8.2877,-13.45
8.41555,-13.45
8.54373,-10.76
8.67161,-10.76
8.79945,-13.45
8.92736,-10.76
9.0554,-10.76
9.18362,-13.45
9.31159,-10.76
9.43948,-10.76
9.56753,-10.76
9.69618,-10.76
9.82352,-8.07
9.95156,-13.45
10.0795,-10.76
10.2073,-8.07
10.3356,-8.07
10.4632,-10.76
10.5915,-8.07
10.7194,-8.07
10.8474,-10.76
10.9753,-8.07
11.1035,-8.07
11.2312,-8.07
11.3591,-8.07
11.4871,-8.07
11.5992,-10.76
11.7113,-8.07
11.8232,-8.07
11.9354,-10.76
12.1753,-8.07
12.3034,-8.07
12.4153,-8.07
12.5272,-8.07
12.6393,-8.07
12.7514,-8.07
12.8633,-8.07
12.975,-8.07
13.087,-8.07
13.1991,-8.07
13.3112,-8.07
13.4233,-8.07
13.5353,-8.07
13.6471,-8.07
13.7596,-8.07
13.871,-8.07
13.9831,-8.07
14.095,-8.07
14.207,-8.07
14.319,-8.07
14.4312,-8.07
14.5432,-8.07
14.6551,-8.07
14.767,-8.07
14.8791,-8.07
14.9911,-8.07
15.1031,-8.07
15.2151,-8.07
15.3272,-8.07
15.4391,-8.07
15.551,-8.07
15.6631,-8.07
15.7751,-8.07
15.8871,-8.07
15.9991,-8.07
16.111,-8.07
16.223,-8.07
16.335,-8.07
16.4471,-8.07
16.5591,-8.07
16.6711,-8.07
16.783,-8.07
16.8951,-8.07
17.0068,-8.07
17.1191,-8.07
17.2309,-8.07
17.3427,-8.07
17.4549,-8.07
17.567,-8.07
17.6789,-8.07
17.7909,-8.07
17.9029,-8.07
18.0148,-8.07
18.1268,-8.07
18.2389,-8.07
18.3509,-8.07
18.4628,-8.07
18.5748,-8.07
18.6868,-8.07
18.7989,-8.07
18.9109,-8.07
19.0228,-8.07
19.1349,-8.07
19.2627,-8.07
19.3907,-8.07
19.5189,-8.07
19.6469,-8.07
19.7748,-8.07
19.9028,-8.07
20.0307,-8.07
20.1588,-8.07
20.2868,-8.07
20.4149,-8.07
20.5427,-8.07
20.6708,-8.07
20.7988,-8.07
20.9266,-8.07
21.0546,-8.07
21.1827,-8.07
21.3105,-8.07
21.4387,-8.07
21.5667,-8.07
21.6947,-8.07
21.8227,-8.07
21.9507,-8.07
22.0787,-8.07
22.2067,-8.07
22.3347,-8.07
22.4625,-8.07
22.5906,-8.07
22.7185,-8.07
22.8466,-8.07
22.9745,-8.07
23.1026,-8.07
23.2305,-8.07
23.3585,-8.07
23.4866,-8.07
23.6146,-8.07
23.7263,-8.07
23.8385,-8.07
24.0784,-8.07
24.1903,10.76
24.3023,10.76
24.4304,10.76
24.5585,8.07
24.6864,10.76
24.8145,10.76
24.9425,10.76
25.0702,8.07
25.1984,8.07
25.3263,10.76
25.4542,8.07
25.5825,10.76
25.7101,10.76
25.8383,8.07
25.9664,10.76
26.0942,10.76
26.2221,10.76
26.3503,8.07
26.4785,13.45
26.6063,16.14
26.7342,10.76
26.8621,10.76
26.9901,13.45
27.1181,13.45
27.2462,13.45
27.358,13.45
27.4701,13.45
27.5823,13.45
27.6942,13.45
27.8062,13.45
27.9183,13.45
28.0303,13.45
28.1421,13.45
28.2542,16.14
28.382,13.45
28.5101,13.45
28.6384,16.14
28.7662,16.14
28.894,16.14
29.0222,16.14
29.1503,18.83
29.2781,16.14
29.4062,16.14
29.5341,18.83
29.662,18.83
29.7902,18.83
29.9181,18.83
30.0461,21.52
30.1741,18.83
30.302,18.83
30.4301,21.52
30.558,18.83
30.6862,18.83
30.814,18.83
30.9426,21.52
31.0701,18.83
31.198,21.52
31.3258,21.52
31.454,21.52
31.5821,21.52
31.7098,24.21
31.838,21.52
31.9659,21.52
32.094,21.52
32.2219,24.21
32.3499,21.52
32.4779,21.52
32.6058,21.52
32.7339,24.21
32.8619,21.52
32.9899,24.21
33.1179,26.9
33.2459,24.21
33.3737,24.21
33.5019,24.21
33.6299,24.21
33.7578,24.21
33.8858,26.9
34.0137,24.21
34.1418,24.21
34.2698,26.9
34.3979,26.9
34.5258,26.9
34.6538,24.21
34.7818,26.9
34.9096,26.9
35.0376,24.21
35.1498,26.9
35.2616,24.21
35.3738,24.21
35.4857,24.21
35.6137,26.9
35.7417,26.9
35.8696,26.9
35.9977,26.9
36.1257,26.9
36.2537,26.9
36.3817,26.9
36.5095,26.9
36.6376,26.9
