time,current servo2
0,0
0.0317317,0
0.1437594,-5.38
0.2557642,-158.71
0.3677585,-285.14
0.4797113,-406.19
0.5921336,-529.93
0.7036998,-629.46
0.8155902,-720.92
0.929487,-812.38
1.039986,-688.64
1.151714,-696.71
1.263842,-734.37
1.375703,-718.23
1.487603,-672.5
1.599532,-704.78
1.727871,-753.2
1.857283,-699.4
1.983912,-715.54
2.112073,-747.82
2.239981,-715.54
2.367778,-691.33
2.49556,-761.27
2.624032,-720.92
2.751714,-699.4
2.879499,-763.96
3.007776,-755.89
3.136109,-707.47
3.263501,-739.75
3.392127,-815.07
3.519782,-723.61
3.647892,-715.54
3.77615,-790.86
3.903789,-694.02
4.031617,-742.44
4.160019,-780.1
4.288077,-718.23
4.417426,-728.99
4.543619,-753.2
4.671889,-750.51
4.799717,-715.54
4.927821,-747.82
5.056,-742.44
5.183517,-715.54
5.312769,-750.51
5.441573,-731.68
5.567583,-726.3
5.69529,-747.82
5.82406,-753.2
5.951533,-718.23
6.079341,-761.27
6.207702,-774.72
6.335397,-710.16
6.463348,-763.96
6.591422,-793.55
6.719662,-718.23
6.847308,-712.85
6.975589,-772.03
7.103671,-734.37
7.231357,-726.3
7.359092,-750.51
7.487059,-761.27
7.615267,-715.54
7.743237,-761.27
7.871367,-790.86
7.999514,-704.78
8.127302,-728.99
8.25543,-777.41
8.383369,-739.75
8.512656,-755.89
8.639565,-833.9
8.767767,-742.44
8.895619,-712.85
9.023763,-766.65
9.151746,-731.68
9.279186,-710.16
9.407404,-726.3
9.535246,-750.51
9.66305,-702.09
9.791124,-734.37
9.91924,-774.72
10.04705,-702.09
10.1752,-731.68
10.30367,-742.44
10.43148,-707.47
10.55923,-726.3
10.68761,-737.06
10.81543,-745.13
10.94376,-702.09
11.07143,-742.44
11.19955,-753.2
11.32702,-691.33
11.45512,-763.96
11.58331,-763.96
11.71091,-677.88
11.8403,-739.75
11.96686,-739.75
12.09568,-720.92
12.22284,-728.99
12.49529,-728.99
12.62353,-710.16
12.75093,-718.23
12.87982,-720.92
13.00719,-720.92
13.1351,-720.92
13.26294,-720.92
