time,torque servo3
0,0
0.0475214,-0.558151
0.175525,-0.109749
0.303894,-0.113668
0.43171,-0.109749
0.559707,-0.113668
0.687878,-0.105829
0.815967,-0.09799
0.943694,-0.109749
1.07167,-0.109749
1.1997,-0.117588
1.32766,-0.109749
1.4557,-0.0940704
1.58401,-0.09799
1.71169,-0.109749
1.8397,-0.109749
1.96769,-0.09799
2.09567,-0.0901508
2.22355,-0.09799
2.35125,-0.109749
2.47941,-0.113668
2.60755,-0.109749
2.73532,-0.09799
2.86361,-0.10191
2.99124,-0.10191
3.11953,-0.105829
3.24762,-0.10191
3.37532,-0.0940704
3.5035,-0.0940704
3.63157,-0.105829
3.75975,-0.109749
3.88748,-0.105829
4.01568,-0.09799
4.14351,-0.09799
4.27144,-0.105829
4.39958,-0.105829
4.52762,-0.10191
4.65536,-0.0940704
4.78384,-0.0940704
4.91164,-0.105829
5.03946,-0.109749
5.16714,-0.09799
5.29547,-0.0901508
5.42344,-0.09799
5.55123,-0.10191
5.67936,-0.105829
5.80738,-0.0901508
5.93531,-0.0940704
6.0633,-0.10191
6.19134,-0.109749
6.33517,-0.109749
6.47982,-0.09799
6.62329,-0.09799
6.75132,-0.09799
6.89563,-0.113668
7.03925,-0.10191
7.18323,-0.10191
7.32767,-0.09799
7.47115,-0.10191
7.61576,-0.113668
7.75926,-0.105829
7.90314,-0.0901508
8.04782,-0.105829
8.19124,-0.105829
8.33492,-0.109749
8.47931,-0.09799
8.62368,-0.109749
8.76746,-0.105829
8.91111,-0.113668
9.05514,-0.109749
9.199,-0.109749
9.32709,-0.109749
9.45512,-0.109749
9.58302,-0.117588
9.71183,-0.109749
9.83901,-0.109749
9.96717,-0.109749
10.0951,-0.117588
10.2231,-0.109749
10.351,-0.109749
10.4793,-0.109749
10.6071,-0.113668
10.7349,-0.117588
10.863,-0.09799
10.9917,-0.09799
11.1189,-0.10191
11.247,-0.121508
11.375,-0.121508
11.503,-0.109749
11.6311,-0.09799
11.7594,-0.0940704
11.887,-0.105829
12.0151,-0.105829
12.1429,-0.0901508
12.2709,-0.0862312
12.3991,-0.0901508
12.5273,-0.10191
12.6549,-0.105829
12.7829,-0.09799
12.9109,-0.09799
