time,torque servo3
0,0
0.0476397,0.520523
0.175665,0.105829
0.319702,0.078392
0.447672,0.0627136
0.575639,0.0627136
0.703772,0.0744724
0.831687,0.0823116
0.959435,0.0744724
1.08802,0.0705528
1.21564,0.058794
1.34327,0.0862312
1.47139,0.0901508
1.59964,0.0705528
1.72752,0.0509548
1.85568,0.0666332
1.98371,0.0862312
2.11165,0.078392
2.2396,0.0627136
2.36753,0.0666332
2.49555,0.0744724
2.62349,0.0705528
2.7676,0.0627136
2.91135,0.078392
3.05544,0.0548744
3.1996,0.0431156
3.34335,0.0627136
3.48754,0.0548744
3.63148,0.0666332
3.77553,0.0627136
3.91925,0.0431156
4.04747,0.058794
4.17543,0.0509548
4.30322,0.0548744
4.43139,0.0509548
4.55939,0.058794
4.68733,0.0548744
4.81542,0.0627136
4.94329,0.0509548
5.07101,0.0627136
5.19927,0.0627136
5.32702,0.0666332
5.45508,0.0548744
5.58334,0.0548744
5.71166,0.058794
5.83937,0.0705528
5.96732,0.0705528
6.09579,0.0627136
6.22336,0.0627136
6.35132,0.0705528
6.47922,0.0627136
6.60753,0.0470352
6.73527,0.0548744
6.86324,0.0509548
6.99173,0.0705528
7.11956,0.0627136
7.24717,0.058794
7.37514,0.0627136
7.50336,0.0744724
7.63126,0.0705528
7.75921,0.0548744
7.88755,0.0548744
8.01529,0.0666332
8.14304,0.0666332
8.2712,0.0666332
8.39916,0.0627136
8.5273,0.0666332
8.65515,0.078392
8.78343,0.0705528
8.91125,0.0666332
9.03924,0.0509548
9.16755,0.0627136
9.29507,0.078392
9.42305,0.0627136
9.55152,0.058794
9.67906,0.0744724
9.80766,0.0862312
9.93522,0.0901508
10.063,0.0744724
10.1915,0.0823116
10.3192,0.0823116
10.447,0.0823116
10.5751,0.0627136
10.7033,0.0627136
10.8309,0.0823116
10.9593,0.0901508
11.0874,0.0823116
11.215,0.0666332
11.3429,0.0744724
11.4712,0.0705528
11.5989,0.0744724
11.7269,0.0666332
11.8549,0.0470352
11.983,0.0548744
12.1108,0.058794
12.239,0.0666332
12.3668,0.058794
12.4949,0.058794
12.6228,0.0666332
12.7508,0.078392
