time,torque servo3
0,0
0.0477794,0.539337
0.191486,0.105829
0.33587,0.0666332
0.479753,0.0470352
0.62349,0.058794
0.767908,0.0627136
0.911814,0.0666332
1.03963,0.0666332
1.18364,0.0666332
1.32754,0.0509548
1.47164,0.0705528
1.61569,0.0548744
1.75961,0.0509548
1.90383,0.0548744
2.03164,0.0548744
2.15991,0.0705528
2.2877,0.0666332
2.41601,0.0627136
2.54398,0.0470352
2.67154,0.058794
2.79946,0.0627136
2.92766,0.0666332
3.05538,0.0548744
3.18333,0.058794
3.31148,0.0666332
3.43926,0.0705528
3.5673,0.0666332
3.69536,0.0548744
3.82322,0.058794
3.95141,0.0627136
4.09557,0.058794
4.23954,0.0470352
4.36783,0.0666332
4.51155,0.0627136
4.65534,0.0627136
4.79947,0.0666332
4.94332,0.0470352
5.07134,0.0470352
5.19952,0.0627136
5.32741,0.0627136
5.45545,0.0548744
5.59932,0.0470352
5.74348,0.0744724
5.87146,0.0744724
5.99945,0.0744724
6.12778,0.0823116
6.25537,0.0823116
6.39958,0.0627136
6.54322,0.0627136
6.68741,0.0901508
6.83134,0.0705528
6.97534,0.0823116
7.11927,0.078392
7.26331,0.078392
7.40726,0.0823116
7.55113,0.0705528
7.69525,0.078392
7.83925,0.0940704
7.9832,0.0509548
8.12765,0.0627136
8.27119,0.0666332
8.41497,0.0509548
8.55927,0.0705528
8.70318,0.0627136
8.84712,0.0627136
8.99113,0.0666332
9.13539,0.0509548
9.27944,0.0705528
9.42321,0.058794
9.56711,0.0548744
9.71119,0.0744724
9.85528,0.0705528
9.9992,0.0744724
10.1436,0.0744724
10.2869,0.0509548
10.4311,0.078392
10.575,0.0627136
10.7189,0.058794
10.8631,0.058794
11.0069,0.0509548
11.1349,0.0627136
11.2632,0.0744724
11.4069,0.0666332
11.535,0.0509548
11.6629,0.058794
11.8074,0.0548744
11.9509,0.0509548
12.0954,0.0627136
12.2391,0.0666332
12.3834,0.058794
12.5277,0.0627136
12.671,0.0627136
12.8157,0.0627136
12.9592,0.058794
13.1029,0.058794
13.2469,0.0509548
13.3909,0.0509548
13.5187,0.0548744
13.6469,0.058794
